bowler,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
A Nehra,powerplay,3,6.0,1243.0,0.004827031375703942,0.005028429611245902,0.004833310354208757
A Nehra,powerplay,4,214.0,1243.0,0.17216411906677392,0.15223269683107069,0.17154271852941763
A Nehra,powerplay,6,36.0,1243.0,0.028962188254223652,0.040523771600022226,0.029322642918161255
A Nehra,powerplay,W,46.0,1243.0,0.03700724054706356,0.03919952586446391,0.0370755892709108
A Nehra,powerplay,Wd,38.0,1243.0,0.030571198712791632,0.03486563072990943,0.03070508591519593
A Nehra,powerplay,Nb,4.0,1243.0,0.003218020917135961,0.003769007093512122,0.003235198974076762
A Nel,death,0,4.0,6.0,0.6666666666666666,0.21696977459016392,0.27562589094796863
A Nel,death,1,0.0,6.0,0.0,0.37083760245901637,0.32246748039914463
A Nel,death,2,1.0,6.0,0.16666666666666666,0.08837090163934426,0.09858339272986458
A Nel,death,3,0.0,6.0,0.0,0.002651127049180328,0.002305327868852459
A Nel,death,4,0.0,6.0,0.0,0.11151383196721311,0.09696854953670705
A Nel,death,6,1.0,6.0,0.16666666666666666,0.07952100409836066,0.0908878296507484
A Nel,death,W,0.0,6.0,0.0,0.08016137295081967,0.06970554169636492
A Nel,death,Wd,0.0,6.0,0.0,0.04340420081967213,0.03774278332145403
A Nel,death,Nb,0.0,6.0,0.0,0.006570184426229508,0.005713203848895225
A Nel,middle,0,7.0,18.0,0.3888888888888889,0.2808889845966761,0.31440619627356975
A Nel,middle,1,7.0,18.0,0.3888888888888889,0.4414331678151601,0.4251263226311449
A Nel,middle,2,1.0,18.0,0.05555555555555555,0.06664217673287394,0.06320150119508547
A Nel,middle,3,0.0,18.0,0.0,0.002286430887717876,0.0015768488880812939
A Nel,middle,4,3.0,18.0,0.16666666666666666,0.08739739562221321,0.11199820387738842
A Nel,middle,6,0.0,18.0,0.0,0.048281059991892986,0.03329728275302964
A Nel,middle,W,0.0,18.0,0.0,0.04221980137819214,0.0291171043987532
A Nel,middle,Wd,0.0,18.0,0.0,0.028171868666396434,0.019428874942342366
A Nel,middle,Nb,0.0,18.0,0.0,0.002679114308877179,0.001847665040604951
A Nel,powerplay,0,3.0,14.0,0.21428571428571427,0.4228881521678736,0.3688060386428693
A Nel,powerplay,1,7.0,14.0,0.5,0.25764450947345025,0.32047741442477795
A Nel,powerplay,2,1.0,14.0,0.07142857142857142,0.04384827662845184,0.050998723428482835
A Nel,powerplay,3,0.0,14.0,0.0,0.005028429611245902,0.0037247626749969645
A Nel,powerplay,4,1.0,14.0,0.07142857142857142,0.15223269683107069,0.13128347913412644
A Nel,powerplay,6,1.0,14.0,0.07142857142857142,0.040523771600022226,0.04853612711112758
A Nel,powerplay,W,1.0,14.0,0.07142857142857142,0.03919952586446391,0.04755520434404734
A Nel,powerplay,Wd,0.0,14.0,0.0,0.03486563072990943,0.02582639313326625
A Nel,powerplay,Nb,0.0,14.0,0.0,0.003769007093512122,0.002791857106305276
A Nortje,death,0,158.0,627.0,0.25199362041467305,0.21696977459016392,0.2498932398554821
A Nortje,death,1,224.0,627.0,0.3572567783094099,0.37083760245901637,0.35807122053727236
A Nortje,death,2,42.0,627.0,0.06698564593301436,0.08837090163934426,0.06826812003834148
A Nortje,death,3,2.0,627.0,0.003189792663476874,0.002651127049180328,0.003157488878511564
A Nortje,death,4,79.0,627.0,0.12599681020733652,0.11151383196721311,0.12512826578514022
A Nortje,death,6,52.0,627.0,0.08293460925039872,0.07952100409836066,0.08272989529825252
A Nortje,death,W,43.0,627.0,0.0685805422647528,0.08016137295081967,0.06927504485462188
A Nortje,death,Wd,25.0,627.0,0.03987240829346093,0.04340420081967213,0.04008420994420822
A Nortje,death,Nb,2.0,627.0,0.003189792663476874,0.006570184426229508,0.003392514808169686
A Nortje,middle,0,173.0,488.0,0.35450819672131145,0.2808889845966761,0.3489309836815664
A Nortje,middle,1,185.0,488.0,0.3790983606557377,0.4414331678151601,0.3838206945314515
A Nortje,middle,2,25.0,488.0,0.05122950819672131,0.06664217673287394,0.052397134600975295
A Nortje,middle,3,0.0,488.0,0.0,0.002286430887717876,0.00017321446119074817
A Nortje,middle,4,44.0,488.0,0.09016393442622951,0.08739739562221321,0.08995434815319797
A Nortje,middle,6,26.0,488.0,0.05327868852459016,0.048281059991892986,0.05290008030241613
A Nortje,middle,W,21.0,488.0,0.0430327868852459,0.04221980137819214,0.04297119707410546
A Nortje,middle,Wd,13.0,488.0,0.02663934426229508,0.028171868666396434,0.026755444595939124
A Nortje,middle,Nb,1.0,488.0,0.0020491803278688526,0.002679114308877179,0.002096902599157362
A Nortje,powerplay,0,286.0,645.0,0.4434108527131783,0.4228881521678736,0.44221244684191957
A Nortje,powerplay,1,152.0,645.0,0.23565891472868217,0.25764450947345025,0.23694274507874163
A Nortje,powerplay,2,28.0,645.0,0.043410852713178294,0.04384827662845184,0.043436395715530034
A Nortje,powerplay,3,4.0,645.0,0.006201550387596899,0.005028429611245902,0.006133046984598301
A Nortje,powerplay,4,100.0,645.0,0.15503875968992248,0.15223269683107069,0.15487490200473406
A Nortje,powerplay,6,27.0,645.0,0.04186046511627907,0.040523771600022226,0.04178241002043925
A Nortje,powerplay,W,31.0,645.0,0.04806201550387597,0.03919952586446391,0.04754449786069863
A Nortje,powerplay,Wd,12.0,645.0,0.018604651162790697,0.03486563072990943,0.019554197414885222
A Nortje,powerplay,Nb,5.0,645.0,0.007751937984496124,0.003769007093512122,0.007519358078453263
A Symonds,death,0,20.0,113.0,0.17699115044247787,0.21696977459016392,0.18744307832422585
A Symonds,death,1,40.0,113.0,0.35398230088495575,0.37083760245901637,0.35838891567555986
A Symonds,death,2,10.0,113.0,0.08849557522123894,0.08837090163934426,0.0884629808207436
A Symonds,death,3,0.0,113.0,0.0,0.002651127049180328,0.0006931051108968177
A Symonds,death,4,15.0,113.0,0.13274336283185842,0.11151383196721311,0.12719315868423872
A Symonds,death,6,18.0,113.0,0.1592920353982301,0.07952100409836066,0.1384368638165649
A Symonds,death,W,8.0,113.0,0.07079646017699115,0.08016137295081967,0.07324480338583521
A Symonds,death,Wd,2.0,113.0,0.017699115044247787,0.04340420081967213,0.024419398907103824
A Symonds,death,Nb,0.0,113.0,0.0,0.006570184426229508,0.0017176952748312441
A Symonds,middle,0,100.0,370.0,0.2702702702702703,0.2808889845966761,0.2713062423996757
A Symonds,middle,1,175.0,370.0,0.47297297297297297,0.4414331678151601,0.4698959188112351
A Symonds,middle,2,22.0,370.0,0.05945945945945946,0.06664217673287394,0.06016021236418282
A Symonds,middle,3,1.0,370.0,0.002702702702702703,0.002286430887717876,0.0026620908183139394
A Symonds,middle,4,32.0,370.0,0.08648648648648649,0.08739739562221321,0.08657535567045982
A Symonds,middle,6,19.0,370.0,0.051351351351351354,0.048281059991892986,0.051051810730916386
A Symonds,middle,W,13.0,370.0,0.03513513513513514,0.04221980137819214,0.03582632208567728
A Symonds,middle,Wd,7.0,370.0,0.01891891891891892,0.028171868666396434,0.019821645723550874
A Symonds,middle,Nb,1.0,370.0,0.002702702702702703,0.002679114308877179,0.0027004013959880174
A Symonds,powerplay,0,57.0,109.0,0.5229357798165137,0.4228881521678736,0.4960773562866775
A Symonds,powerplay,1,27.0,109.0,0.24770642201834864,0.25764450947345025,0.25037436495931553
A Symonds,powerplay,2,5.0,109.0,0.045871559633027525,0.04384827662845184,0.04532839641032264
A Symonds,powerplay,3,0.0,109.0,0.0,0.005028429611245902,0.0013499139895962154
A Symonds,powerplay,4,10.0,109.0,0.09174311926605505,0.15223269683107069,0.10798193203518676
A Symonds,powerplay,6,2.0,109.0,0.01834862385321101,0.040523771600022226,0.02430168365101268
A Symonds,powerplay,W,4.0,109.0,0.03669724770642202,0.03919952586446391,0.03736900023207085
A Symonds,powerplay,Wd,4.0,109.0,0.03669724770642202,0.03486563072990943,0.03620553845098239
A Symonds,powerplay,Nb,0.0,109.0,0.0,0.003769007093512122,0.0010118139848354691
A Zampa,death,0,59.0,313.0,0.18849840255591055,0.21696977459016392,0.19172462035016022
A Zampa,death,1,124.0,313.0,0.3961661341853035,0.37083760245901637,0.39329604560442116
A Zampa,death,2,23.0,313.0,0.07348242811501597,0.08837090163934426,0.07516950726791437
A Zampa,death,3,1.0,313.0,0.003194888178913738,0.002651127049180328,0.003133272186875958
A Zampa,death,4,32.0,313.0,0.10223642172523961,0.11151383196721311,0.10328768634189384
A Zampa,death,6,33.0,313.0,0.10543130990415335,0.07952100409836066,0.1024952979148284
A Zampa,death,W,35.0,313.0,0.11182108626198083,0.08016137295081967,0.10823358333720337
A Zampa,death,Wd,6.0,313.0,0.019169329073482427,0.04340420081967213,0.02191549017786653
A Zampa,death,Nb,0.0,313.0,0.0,0.006570184426229508,0.0007444968188362049
A Zampa,middle,0,407.0,1533.0,0.2654924983692107,0.2808889845966761,0.2658840174086885
A Zampa,middle,1,724.0,1533.0,0.47227658186562294,0.4414331678151601,0.47149226110146625
A Zampa,middle,2,101.0,1533.0,0.06588388780169602,0.06664217673287394,0.06590317041914492
A Zampa,middle,3,6.0,1533.0,0.003913894324853229,0.002286430887717876,0.0038725093677741355
A Zampa,middle,4,102.0,1533.0,0.06653620352250489,0.08739739562221321,0.06706668520336206
A Zampa,middle,6,97.0,1533.0,0.06327462491846053,0.048281059991892986,0.06289335181161838
A Zampa,middle,W,66.0,1533.0,0.043052837573385516,0.04221980137819214,0.04303165419906401
A Zampa,middle,Wd,28.0,1533.0,0.0182648401826484,0.028171868666396434,0.018516767162527564
A Zampa,middle,Nb,2.0,1533.0,0.001304631441617743,0.002679114308877179,0.001339583326354156
A Zampa,powerplay,0,43.0,133.0,0.3233082706766917,0.4228881521678736,0.34633252073245635
A Zampa,powerplay,1,51.0,133.0,0.38345864661654133,0.25764450947345025,0.35436867271062433
A Zampa,powerplay,2,4.0,133.0,0.03007518796992481,0.04384827662845184,0.03325971713952643
A Zampa,powerplay,3,0.0,133.0,0.0,0.005028429611245902,0.0011626426846811334
A Zampa,powerplay,4,19.0,133.0,0.14285714285714285,0.15223269683107069,0.14502490100140364
A Zampa,powerplay,6,7.0,133.0,0.05263157894736842,0.040523771600022226,0.04983208591908028
A Zampa,powerplay,W,8.0,133.0,0.06015037593984962,0.03919952586446391,0.055306248754789344
A Zampa,powerplay,Wd,1.0,133.0,0.007518796992481203,0.03486563072990943,0.013841764330614898
A Zampa,powerplay,Nb,0.0,133.0,0.0,0.003769007093512122,0.000871446726823612
AA Noffke,death,0,4.0,18.0,0.2222222222222222,0.21696977459016392,0.21859984454494064
AA Noffke,death,1,9.0,18.0,0.5,0.37083760245901637,0.4109224844544941
AA Noffke,death,2,2.0,18.0,0.1111111111111111,0.08837090163934426,0.09542820802713398
AA Noffke,death,3,1.0,18.0,0.05555555555555555,0.002651127049180328,0.019069742792538157
AA Noffke,death,4,1.0,18.0,0.05555555555555555,0.11151383196721311,0.09414747032221595
AA Noffke,death,6,0.0,18.0,0.0,0.07952100409836066,0.05484207179197287
AA Noffke,death,W,1.0,18.0,0.05555555555555555,0.08016137295081967,0.07252508479366873
AA Noffke,death,Wd,0.0,18.0,0.0,0.04340420081967213,0.029933931599773887
AA Noffke,death,Nb,0.0,18.0,0.0,0.006570184426229508,0.00453116167326173
AA Noffke,middle,0,7.0,25.0,0.28,0.2808889845966761,0.2805470674441084
AA Noffke,middle,1,13.0,25.0,0.52,0.4414331678151601,0.4716511801939447
AA Noffke,middle,2,2.0,25.0,0.08,0.06664217673287394,0.07177980106638396
AA Noffke,middle,3,0.0,25.0,0.0,0.002286430887717876,0.0014070343924417698
AA Noffke,middle,4,1.0,25.0,0.04,0.08739739562221321,0.06916762807520813
AA Noffke,middle,6,0.0,25.0,0.0,0.048281059991892986,0.029711421533472605
AA Noffke,middle,W,2.0,25.0,0.08,0.04221980137819214,0.056750647001964395
AA Noffke,middle,Wd,0.0,25.0,0.0,0.028171868666396434,0.017336534563936266
AA Noffke,middle,Nb,0.0,25.0,0.0,0.002679114308877179,0.0016486857285398023
AA Noffke,powerplay,0,3.0,13.0,0.23076923076923078,0.4228881521678736,0.375764643145565
AA Noffke,powerplay,1,5.0,13.0,0.38461538461538464,0.25764450947345025,0.2887883090365662
AA Noffke,powerplay,2,0.0,13.0,0.0,0.04384827662845184,0.033093038964869315
AA Noffke,powerplay,3,0.0,13.0,0.0,0.005028429611245902,0.003795041216034643
AA Noffke,powerplay,4,2.0,13.0,0.15384615384615385,0.15223269683107069,0.15262845043854392
AA Noffke,powerplay,6,2.0,13.0,0.15384615384615385,0.040523771600022226,0.06831982762265829
AA Noffke,powerplay,W,0.0,13.0,0.0,0.03919952586446391,0.029584547822236913
AA Noffke,powerplay,Wd,1.0,13.0,0.07692307692307693,0.03486563072990943,0.045181608098044855
AA Noffke,powerplay,Nb,0.0,13.0,0.0,0.003769007093512122,0.002844533655480847
AB Agarkar,death,0,34.0,189.0,0.17989417989417988,0.21696977459016392,0.18637026630395878
AB Agarkar,death,1,81.0,189.0,0.42857142857142855,0.37083760245901637,0.41848691746009015
AB Agarkar,death,2,16.0,189.0,0.08465608465608465,0.08837090163934426,0.0853049609850383
AB Agarkar,death,3,2.0,189.0,0.010582010582010581,0.002651127049180328,0.009196703414703987
AB Agarkar,death,4,26.0,189.0,0.13756613756613756,0.11151383196721311,0.13301551650082324
AB Agarkar,death,6,14.0,189.0,0.07407407407407407,0.07952100409836066,0.07502550289927697
AB Agarkar,death,W,7.0,189.0,0.037037037037037035,0.08016137295081967,0.04456967213114754
AB Agarkar,death,Wd,8.0,189.0,0.042328042328042326,0.04340420081967213,0.04251601761042308
AB Agarkar,death,Nb,1.0,189.0,0.005291005291005291,0.006570184426229508,0.005514442694537905
