batter,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
A Badoni,middle,Wd,16.0,367.0,0.043596730245231606,0.028171868666396434,0.04208077333330677
A Badoni,middle,Nb,1.0,367.0,0.0027247956403269754,0.002679114308877179,0.0027203060745825238
A Badoni,powerplay,0,38.0,78.0,0.48717948717948717,0.4228881521678736,0.46538581429419446
A Badoni,powerplay,1,18.0,78.0,0.23076923076923078,0.25764450947345025,0.2398794947367628
A Badoni,powerplay,2,1.0,78.0,0.01282051282051282,0.04384827662845184,0.023338398857102316
A Badoni,powerplay,3,1.0,78.0,0.01282051282051282,0.005028429611245902,0.01017912868177827
A Badoni,powerplay,4,10.0,78.0,0.1282051282051282,0.15223269683107069,0.13635006672239683
A Badoni,powerplay,6,2.0,78.0,0.02564102564102564,0.040523771600022226,0.030686024271193976
A Badoni,powerplay,W,4.0,78.0,0.05128205128205128,0.03919952586446391,0.04718627995405556
A Badoni,powerplay,Wd,4.0,78.0,0.05128205128205128,0.03486563072990943,0.04571716295929133
A Badoni,powerplay,Nb,0.0,78.0,0.0,0.003769007093512122,0.0012776295232244483
A Dananjaya,death,0,13.0,43.0,0.3023255813953488,0.21696977459016392,0.26119025281453684
A Dananjaya,death,1,17.0,43.0,0.3953488372093023,0.37083760245901637,0.38353619395615246
A Dananjaya,death,2,2.0,43.0,0.046511627906976744,0.08837090163934426,0.06668477187438278
A Dananjaya,death,3,1.0,43.0,0.023255813953488372,0.002651127049180328,0.013325844361050762
A Dananjaya,death,4,3.0,43.0,0.06976744186046512,0.11151383196721311,0.08988618408058463
A Dananjaya,death,6,0.0,43.0,0.0,0.07952100409836066,0.038323375469089475
A Dananjaya,death,W,4.0,43.0,0.09302325581395349,0.08016137295081967,0.08682475804858779
A Dananjaya,death,Wd,3.0,43.0,0.06976744186046512,0.04340420081967213,0.05706226545526368
A Dananjaya,death,Nb,0.0,43.0,0.0,0.006570184426229508,0.0031663539403515703
A Dananjaya,middle,0,12.0,31.0,0.3870967741935484,0.2808889845966761,0.3272613997727753
A Dananjaya,middle,1,13.0,31.0,0.41935483870967744,0.4414331678151601,0.4317933339803719
A Dananjaya,middle,2,0.0,31.0,0.0,0.06664217673287394,0.03754488830021067
A Dananjaya,middle,3,1.0,31.0,0.03225806451612903,0.002286430887717876,0.015372637119841057
A Dananjaya,middle,4,1.0,31.0,0.03225806451612903,0.08739739562221321,0.06332247640688068
A Dananjaya,middle,6,0.0,31.0,0.0,0.048281059991892986,0.02720059717853126
A Dananjaya,middle,W,2.0,31.0,0.06451612903225806,0.04221980137819214,0.05195481767785473
A Dananjaya,middle,Wd,2.0,31.0,0.06451612903225806,0.028171868666396434,0.044040489389519114
A Dananjaya,middle,Nb,0.0,31.0,0.0,0.002679114308877179,0.001509360174015312
A Flintoff,death,0,7.0,36.0,0.19444444444444445,0.21696977459016392,0.20629988136324418
A Flintoff,death,1,15.0,36.0,0.4166666666666667,0.37083760245901637,0.39254610655737704
A Flintoff,death,2,4.0,36.0,0.1111111111111111,0.08837090163934426,0.0991425798101812
A Flintoff,death,3,0.0,36.0,0.0,0.002651127049180328,0.0013953300258843831
A Flintoff,death,4,4.0,36.0,0.1111111111111111,0.11151383196721311,0.11132306945642796
A Flintoff,death,6,2.0,36.0,0.05555555555555555,0.07952100409836066,0.06816894952545298
A Flintoff,death,W,3.0,36.0,0.08333333333333333,0.08016137295081967,0.0816638805004314
A Flintoff,death,Wd,1.0,36.0,0.027777777777777776,0.04340420081967213,0.03600221095772218
A Flintoff,death,Nb,0.0,36.0,0.0,0.006570184426229508,0.0034579918032786885
A Flintoff,middle,0,11.0,37.0,0.2972972972972973,0.2808889845966761,0.2887734984917798
A Flintoff,middle,1,18.0,37.0,0.4864864864864865,0.4414331678151601,0.46308216509878447
A Flintoff,middle,2,1.0,37.0,0.02702702702702703,0.06664217673287394,0.04760632557551893
A Flintoff,middle,3,0.0,37.0,0.0,0.002286430887717876,0.0011877563053079875
A Flintoff,middle,4,6.0,37.0,0.16216216216216217,0.08739739562221321,0.12332332240114971
A Flintoff,middle,6,0.0,37.0,0.0,0.048281059991892986,0.025081070125658692
A Flintoff,middle,W,1.0,37.0,0.02702702702702703,0.04221980137819214,0.034919377339320594
A Flintoff,middle,Wd,0.0,37.0,0.0,0.028171868666396434,0.014634736969556588
A Flintoff,middle,Nb,0.0,37.0,0.0,0.002679114308877179,0.0013917476929232097
A Flintoff,powerplay,0,9.0,20.0,0.45,0.4228881521678736,0.4319254347785824
A Flintoff,powerplay,1,2.0,20.0,0.1,0.25764450947345025,0.20509633964896684
A Flintoff,powerplay,2,0.0,20.0,0.0,0.04384827662845184,0.029232184418967893
A Flintoff,powerplay,3,2.0,20.0,0.1,0.005028429611245902,0.0366856197408306
A Flintoff,powerplay,4,1.0,20.0,0.05,0.15223269683107069,0.11815513122071379
A Flintoff,powerplay,6,1.0,20.0,0.05,0.040523771600022226,0.04368251440001482
A Flintoff,powerplay,W,1.0,20.0,0.05,0.03919952586446391,0.04279968390964261
A Flintoff,powerplay,Wd,3.0,20.0,0.15,0.03486563072990943,0.07324375381993961
A Flintoff,powerplay,Nb,1.0,20.0,0.05,0.003769007093512122,0.019179338062341414
A Mishra,death,0,77.0,244.0,0.3155737704918033,0.21696977459016392,0.30168588374509353
A Mishra,death,1,92.0,244.0,0.3770491803278688,0.37083760245901637,0.37617431020549524
A Mishra,death,2,16.0,244.0,0.06557377049180328,0.08837090163934426,0.06878463403371046
A Mishra,death,3,0.0,244.0,0.0,0.002651127049180328,0.00037339817594089124
A Mishra,death,4,20.0,244.0,0.08196721311475409,0.11151383196721311,0.0861287087277765
A Mishra,death,6,5.0,244.0,0.020491803278688523,0.07952100409836066,0.028805775225121222
A Mishra,death,W,19.0,244.0,0.0778688524590164,0.08016137295081967,0.07819174266912952
A Mishra,death,Wd,13.0,244.0,0.05327868852459016,0.04340420081967213,0.05188791560840453
A Mishra,death,Nb,2.0,244.0,0.00819672131147541,0.006570184426229508,0.0079676316093281
A Mishra,middle,0,64.0,150.0,0.4266666666666667,0.2808889845966761,0.39597662833614233
A Mishra,middle,1,64.0,150.0,0.4266666666666667,0.4414331678151601,0.42977540375056
A Mishra,middle,2,6.0,150.0,0.04,0.06664217673287394,0.045608879312183985
A Mishra,middle,3,0.0,150.0,0.0,0.002286430887717876,0.0004813538710985002
A Mishra,middle,4,6.0,150.0,0.04,0.08739739562221321,0.04997839907836067
A Mishra,middle,6,0.0,150.0,0.0,0.048281059991892986,0.010164433682503787
A Mishra,middle,W,5.0,150.0,0.03333333333333333,0.04221980137819214,0.035204168711198344
A Mishra,middle,Wd,5.0,150.0,0.03333333333333333,0.028171868666396434,0.03224670919292556
A Mishra,middle,Nb,0.0,150.0,0.0,0.002679114308877179,0.0005640240650267745
A Mishra,powerplay,0,4.0,5.0,0.8,0.4228881521678736,0.46478946859366543
A Mishra,powerplay,1,1.0,5.0,0.2,0.25764450947345025,0.25123956397640024
A Mishra,powerplay,2,0.0,5.0,0.0,0.04384827662845184,0.03897624589195719
A Mishra,powerplay,3,0.0,5.0,0.0,0.005028429611245902,0.004469715209996357
A Mishra,powerplay,4,0.0,5.0,0.0,0.15223269683107069,0.13531795273872949
A Mishra,powerplay,6,0.0,5.0,0.0,0.040523771600022226,0.03602113031113087
A Mishra,powerplay,W,0.0,5.0,0.0,0.03919952586446391,0.034844022990634584
A Mishra,powerplay,Wd,0.0,5.0,0.0,0.03486563072990943,0.030991671759919497
A Mishra,powerplay,Nb,0.0,5.0,0.0,0.003769007093512122,0.0033502285275663307
A Nehra,death,0,33.0,74.0,0.44594594594594594,0.21696977459016392,0.3656034296807593
A Nehra,death,1,16.0,74.0,0.21621621621621623,0.37083760245901637,0.2704693341961461
A Nehra,death,2,2.0,74.0,0.02702702702702703,0.08837090163934426,0.04855119355766466
A Nehra,death,3,0.0,74.0,0.0,0.002651127049180328,0.0009302200172562554
A Nehra,death,4,3.0,74.0,0.04054054054054054,0.11151383196721311,0.06544344981305723
A Nehra,death,6,1.0,74.0,0.013513513513513514,0.07952100409836066,0.03667403652574058
A Nehra,death,W,13.0,74.0,0.17567567567567569,0.08016137295081967,0.14216188524590165
A Nehra,death,Wd,4.0,74.0,0.05405405405405406,0.04340420081967213,0.05031726344549899
A Nehra,death,Nb,2.0,74.0,0.02702702702702703,0.006570184426229508,0.019849187517975268
A Nehra,middle,0,6.0,10.0,0.6,0.2808889845966761,0.3447111876773409
A Nehra,middle,1,4.0,10.0,0.4,0.4414331678151601,0.4331465342521281
A Nehra,middle,2,0.0,10.0,0.0,0.06664217673287394,0.05331374138629915
A Nehra,middle,3,0.0,10.0,0.0,0.002286430887717876,0.0018291447101743009
A Nehra,middle,4,0.0,10.0,0.0,0.08739739562221321,0.06991791649777057
A Nehra,middle,6,0.0,10.0,0.0,0.048281059991892986,0.038624847993514386
A Nehra,middle,W,0.0,10.0,0.0,0.04221980137819214,0.03377584110255371
A Nehra,middle,Wd,0.0,10.0,0.0,0.028171868666396434,0.022537494933117144
A Nehra,middle,Nb,0.0,10.0,0.0,0.002679114308877179,0.002143291447101743
A Nortje,death,0,29.0,74.0,0.3918918918918919,0.21696977459016392,0.3305157103825137
A Nortje,death,1,25.0,74.0,0.33783783783783783,0.37083760245901637,0.34941670261719876
A Nortje,death,2,2.0,74.0,0.02702702702702703,0.08837090163934426,0.04855119355766466
A Nortje,death,3,2.0,74.0,0.02702702702702703,0.002651127049180328,0.01847407966637906
A Nortje,death,4,6.0,74.0,0.08108108108108109,0.11151383196721311,0.09175923928674146
A Nortje,death,6,1.0,74.0,0.013513513513513514,0.07952100409836066,0.03667403652574058
A Nortje,death,W,9.0,74.0,0.12162162162162163,0.08016137295081967,0.10707416594765602
A Nortje,death,Wd,0.0,74.0,0.0,0.04340420081967213,0.01522954414725338
A Nortje,death,Nb,0.0,74.0,0.0,0.006570184426229508,0.002305327868852459
A Nortje,middle,0,6.0,13.0,0.46153846153846156,0.2808889845966761,0.3251992336578688
A Nortje,middle,1,4.0,13.0,0.3076923076923077,0.4414331678151601,0.4086288058982341
A Nortje,middle,2,0.0,13.0,0.0,0.06664217673287394,0.05029598243990486
A Nortje,middle,3,0.0,13.0,0.0,0.002286430887717876,0.0017256082171455667
A Nortje,middle,4,0.0,13.0,0.0,0.08739739562221321,0.06596029858280243
A Nortje,middle,6,0.0,13.0,0.0,0.048281059991892986,0.0364385358429381
A Nortje,middle,W,2.0,13.0,0.15384615384615385,0.04221980137819214,0.0695998500967488
A Nortje,middle,Wd,1.0,13.0,0.07692307692307693,0.028171868666396434,0.04012971220105391
A Nortje,middle,Nb,0.0,13.0,0.0,0.002679114308877179,0.002021973063303531
A Symonds,death,0,36.0,205.0,0.17560975609756097,0.21696977459016392,0.18236241217798596
A Symonds,death,1,83.0,205.0,0.40487804878048783,0.37083760245901637,0.39932042489126796
A Symonds,death,2,24.0,205.0,0.11707317073170732,0.08837090163934426,0.11238708598193375
A Symonds,death,3,0.0,205.0,0.0,0.002651127049180328,0.0004328370692539311
A Symonds,death,4,19.0,205.0,0.09268292682926829,0.11151383196721311,0.09575736032117765
A Symonds,death,6,17.0,205.0,0.08292682926829269,0.07952100409836066,0.08237077617932419
A Symonds,death,W,11.0,205.0,0.05365853658536585,0.08016137295081967,0.05798553027768484
A Symonds,death,Wd,14.0,205.0,0.06829268292682927,0.04340420081967213,0.06422925727668116
A Symonds,death,Nb,1.0,205.0,0.004878048780487805,0.006570184426229508,0.005154315824690532
A Symonds,middle,0,160.0,499.0,0.32064128256513025,0.2808889845966761,0.3176912047938164
A Symonds,middle,1,187.0,499.0,0.374749498997996,0.4414331678151601,0.379698194271997
A Symonds,middle,2,48.0,499.0,0.09619238476953908,0.06664217673287394,0.0939994194235899
A Symonds,middle,3,2.0,499.0,0.004008016032064128,0.002286430887717876,0.0038802546113334228
A Symonds,middle,4,52.0,499.0,0.10420841683366733,0.08739739562221321,0.1029608456862496
A Symonds,middle,6,23.0,499.0,0.04609218436873747,0.048281059991892986,0.046254624118136765
A Symonds,middle,W,14.0,499.0,0.028056112224448898,0.04221980137819214,0.02910722088149849
A Symonds,middle,Wd,11.0,499.0,0.022044088176352707,0.028171868666396434,0.02249883997524278
A Symonds,middle,Nb,2.0,499.0,0.004008016032064128,0.002679114308877179,0.003909396238135598
A Symonds,powerplay,0,47.0,80.0,0.5875,0.4228881521678736,0.5326293840559579
A Symonds,powerplay,1,14.0,80.0,0.175,0.25764450947345025,0.20254816982448343
A Symonds,powerplay,2,2.0,80.0,0.025,0.04384827662845184,0.03128275887615061
A Symonds,powerplay,3,2.0,80.0,0.025,0.005028429611245902,0.0183428098704153
A Symonds,powerplay,4,10.0,80.0,0.125,0.15223269683107069,0.13407756561035689
